Transaction_ID,Timestamp,Sender_Address,Receiver_Address,Transaction_Value,Transaction_Fees,Number_of_Inputs,Number_of_Outputs,Gas_Price,Wallet_Age_Days,Wallet_Balance,Transaction_Velocity,Exchange_Rate,Is_Scam,Scam_Type
a30c3992-f3ac-4794-9f4e-b83142e65349,2024-01-05 14:34:04.314366,0x7844A2B3DF20E12508846C104274E866B9CBA581,0xB0D9A91F00238AE22C3A1E0A6108753B5CE08B3B,646.98,0.028836,3,9,7.35,202,7033.87,9.13,51852.09,1,Ponzi
bf83f9ef-8837-482f-8a5e-363b63258a92,2024-03-31 04:05:13.574937,0x280DE64F3BCC4A664003F32C51D6953DFAB216C9,0x1EC79A9C8BDF2B546D7E6C0DA5DA99B4D1942035,643.02,0.022492,4,2,468.26,37,5212.85,0.72,43421.44,1,Fake ICO
6f10e4fb-a1f0-45e2-990f-6fee6bd98c0d,2024-09-07 18:57:16.058372,0xF8AC4E376DF752F39C0ECF0CB85A9FD3E8A25B89,0x5162A70D4CD1320B0C454804FD43B648294A5AA5,751.77,0.008634,8,5,72.08,298,7020.67,3.64,49948.94,0,
9d61e9e1-8275-46fe-97ce-dfad0e41c4af,2024-04-06 16:13:57.551985,0xDEBDC1AC8E903A6221CA9C381B802BE89EA39898,0x3251A77A8058473E5ABE3B3DC188B10AC90A5C4F,111.36,0.040287,2,2,83.97,203,9564.5,4.02,59242.35,0,
def012ba-78f0-4f67-9b1f-55225c2565ab,2024-08-08 19:57:08.316968,0x6F0262C3DC08F3330C3D7B078B439B07892160C9,0x6DA4332C7E0B3F8B4BD33AB5E9B7A75C37C229F5,374.17,0.043111,5,1,490.2,283,4594.47,5.58,6555.17,1,Ponzi
a9e6ce6c-71bd-47e0-b50d-c666d20c352a,2024-07-27 11:53:21.993826,0xCD7E5B92863B568E95E73EB3219CDCA05B130774,0x54C65D7C8ABD4B74FF12ECA91BADAE56B093C9FA,908.7,0.049862,1,6,385.75,159,7653.82,6.4,19760.22,0,
b63851c1-0826-4e7b-b539-cc16ebb0c4e7,2024-06-19 02:54:04.491609,0x41C47ADC157B3DEC046D08DC742084FA4071BBBB,0x133EC0C42952E19AD0743506F1700EB49C47FA14,410.88,0.04545,2,4,152.38,321,7109.66,8.18,58454.44,1,Giveaway Scam
69f31dd6-abff-4d48-b77d-beb41741b979,2024-04-23 02:43:31.921978,0x59549E1A300AC34A2E19897D4644AC4DBC413D69,0xAD6519A8D65EDF85A3A619F6E48D1AD730C52D64,768.68,0.041129,6,4,39.63,128,5202.89,2.91,44919.27,0,
8fb343ed-1b3b-4c70-8a89-12785bbb03de,2024-09-27 03:04:16.487498,0xDA791CA4A60376C2826EBA3C80A6E06F9AC0C20E,0x1CBBD0CAED0C9B98ADBA48276112D77225607384,555.79,0.013856,4,9,14.32,110,1625.02,6.4,40129.79,0,
cbea433f-d566-4c5b-9bdf-ef0c25b5e207,2024-05-05 20:59:47.881985,0xEA0A5778226383E7377C4F0C856C03FDB749E087,0x22A5CA8D481FE31EE49AACB547153E44B5A2D947,745.71,0.013756,6,4,115.06,318,2157.83,2.01,53001.0,0,
54c9dc8f-bba3-4d26-8c66-5caa3e8e7cfd,2024-06-01 12:23:13.953382,0xF6A6A6280889216CFF68FF3EB5B802E1F424D90B,0xF13741D3C62CBD4C2175F65B5F9300AEFED2620E,623.32,0.004217,3,8,495.47,269,334.56,5.19,43679.75,1,Phishing
22a4d912-8d64-4dc7-8db5-dfb8d9fc8397,2024-05-13 22:35:10.179760,0x5094AE3BB0D467CF164F2D7D4C5FCE786D9D3166,0x5E6D999353DD4BC627D07E506158225883B6BCFC,997.32,0.008479,8,2,261.05,314,7940.14,9.95,31698.86,1,Fake ICO
b33e7ea2-8867-43c8-ad66-98f105cebe8d,2024-07-15 21:44:50.063126,0x58E459623B984D0E47AD5B2969818E436648A0FE,0x0BFC4778B87DB44EAC15B7308567C76C8BD58327,369.98,0.006313,7,9,191.72,200,9973.77,6.49,21911.49,1,Phishing
a149d3dd-a6b6-42ab-97c9-b8965383008b,2024-06-20 03:36:38.165119,0x74445CA4EEA0BF1806D5C824CC08AD9DCE35AB31,0x1EEC2C393C071073DAD7937FDB9515D421AE82A8,698.95,0.005677,7,9,15.17,69,4134.5,6.03,55440.48,1,Phishing
c49d381c-f330-4504-8eb5-cd078f9b2e28,2024-07-11 13:49:40.222128,0x959E336341B5251977F2CF65B14AA175712F161B,0xEFCCA23B3198A21B6D4876595504D2811608D665,910.17,0.002837,1,4,260.67,182,4690.58,1.16,21802.95,1,Fake ICO
dfd38efa-1f0e-40ce-b36c-fad2dd563e2b,2024-04-13 20:44:30.938110,0x17359E41C229527221C55B56D836B6C1CB9414CA,0xA5DBEF072C5F66E40FC2172DDCA9FA0DC74536CB,93.72,0.046443,5,9,77.48,77,1810.29,5.19,20121.87,1,Phishing
327c4d06-89d7-424e-bb78-e5dcf5456f6a,2024-08-09 05:41:44.817735,0x66DD394BAAAB4B68C44D1470C44721B86FAD0630,0x590B4DD0464F2C4F22F9CA32D00B7EA56ABFACD1,995.77,0.015254,4,1,469.68,146,5372.12,5.0,25632.3,0,
510ad585-2788-4ebe-b7a7-4133a9101e86,2024-02-20 00:30:05.829080,0x0D94494C4D76BDB38DB58FFDBA025E1D18E02D38,0x72801474CD39F96302B35EC5B87932421CE792CA,911.55,0.005909,2,3,186.67,67,8239.82,9.61,51952.8,0,
130378e9-f786-4607-ae24-cab7283c6064,2024-03-29 06:18:34.995643,0x4875E618E905B62BAE8627D4F89D9F70DFF8FF2A,0x1A98DB4DE741681EDBB365D6BD2036E2FDEEC997,658.47,0.002363,9,6,454.02,151,4753.48,2.41,22307.83,1,Giveaway Scam
eeecea39-52eb-4ad6-9189-def8ebb28ee6,2024-06-30 05:01:40.678634,0x486FCF213A3D258F0D28DF8A959357BE6BC22E13,0xDE0544B7D67620A8878A37E09BAC03A35CAAC15E,775.23,0.009949,9,2,163.89,325,3106.64,2.88,29513.74,0,
385e9d05-1d50-4464-883d-97059fbd2fe4,2024-03-27 22:34:46.514294,0x4A26EADAAC13A713A82C56D1A86EAAAE01728604,0xC989BD07ABBD1EB58596B646352BBC62D448C7DB,444.32,0.026499,3,8,294.97,356,4836.22,9.11,11052.21,0,
e611efb8-f136-48cf-ae11-eaf0132bdb23,2024-09-06 11:36:45.855988,0x7F7E6FFC4C0BD294503B79CA0FF49D1711961EC4,0x6EE06039F1A13FABC166BD74144E6F2DCA833D53,181.03,0.013293,8,7,170.46,126,3504.47,0.38,17738.71,0,
374a41f3-fe98-4f47-beb5-9ff790d55120,2024-02-14 15:58:39.282401,0x6F557F9B45E69782882505B2D21F7298459B1791,0xFBF2E78A0790BD652A485B23AC7B55976782C2CB,123.44,0.045392,6,9,7.98,220,1.5,1.46,56817.53,0,
efa83ccf-a0a2-436a-bc1b-08f417b46091,2024-06-09 19:59:47.062994,0xA5CBAC13DBE5034032A3FA57A0B956AC9F9289FC,0x55E4A041763F0FB6E9ECCA0A8A9B7801C2FEFCA0,433.11,0.023597,1,1,452.51,156,9225.37,1.37,57137.25,1,Fake ICO
cbbf543a-da83-415a-bb30-1147ed10ee45,2024-08-19 20:34:00.717897,0xA7FB5ADCC188A3234C76A6AF740701B88C27CC56,0x9F0768D06FEDE5F1528A9B2A293171D5385F392E,386.31,0.015479,2,2,469.96,164,4068.27,9.34,15376.04,0,
6fb777fa-bc45-4dd9-98be-94f3712ee797,2024-02-10 19:26:39.243575,0x366BCC4231DB9786721F786B20FC38AB1DF649C1,0x08EBD7E32F9A5762DA1B46E4EE79BFA10A062ECB,832.37,0.003325,7,3,374.82,137,7073.1,6.17,50441.24,1,Phishing
2f3bb0f8-8c3c-4b6c-aa87-23c3c9956e23,2024-07-31 11:08:34.398082,0xAFB98262DA9FDF6393804C976CCBF9E140D330EF,0xD7FFCA2E2CB083134A9DBA0BAF9BB9E84AB757FE,242.46,0.034101,4,5,4.76,168,4472.52,2.41,48469.03,1,Phishing
6159198e-6050-4244-8a7a-fb71cb38bc57,2024-01-04 03:48:53.908544,0xD61D6020D64A0911A1D0C60A2006C247728EA54A,0xF54808C3651DE3D2201E4C62FA37E0E6EB602EAF,849.43,0.042235,2,8,263.43,45,69.74,5.53,48284.78,0,
49ab3c30-9c40-40c7-b909-e87f771ddb95,2024-09-18 13:28:50.004607,0x40E808E6556D6E07826A9E1691C81EB8E9D564DE,0x4E98531E9D0D45E0FAF0EADC7B72D5F2E6F377E4,872.01,0.020316,4,8,380.11,237,1528.77,3.16,50556.15,1,Fake ICO
f3e2c4e0-ff02-494d-a0f7-4b91fbb069ae,2024-09-07 21:29:43.115925,0x05D8E637BAD30425930F8BF5D282A44C489C6979,0x2D559B98C497FECA30BFFAB4687F48252516D84F,138.65,0.046054,7,1,192.51,76,2932.42,3.85,11908.26,0,
7d2f8352-aa93-42aa-a601-84e57bb21142,2024-02-10 12:45:22.729015,0xCAF407D4CB6B3E9D9F20BA4B46A9C91ADF4985BC,0x304D6CDC1F74DC92EBBE7002BE11CD0A04AD8DAA,362.81,0.015865,6,4,205.7,258,981.2,8.17,15824.05,0,
44dc736f-8143-416e-8d5f-d2f55eb942d9,2024-05-16 08:58:59.045547,0xB1952BF96647BA7EE9BB098E6555926E76E6AB45,0x0814AD5B530580A6CBFD7F241028228607C39728,368.06,0.039519,5,1,409.06,113,3122.39,8.87,50237.24,1,Phishing
e7a9807b-d901-4281-bee0-7b6fc3826d6c,2024-08-22 02:24:33.565288,0x98C9FCB38BE5E923A34EAE6AD2B304379160E7C3,0x1EAA6B91CC4598EA970E9E504B27501195302C69,69.89,0.049548,2,6,115.16,170,2251.21,1.13,19320.88,0,
928923e7-e7b7-4c4b-ab83-99d966c347ed,2024-06-25 21:23:36.612759,0x07D1E1FBAC7682FCA289F5495032A3E9E16B178D,0xC1D6A4A330ADCC7D55A077C231CA242A99369C0B,556.31,0.010127,9,7,487.44,88,2633.96,0.77,51689.37,1,Fake ICO
44841854-abb4-40c2-bd01-9e611f4cd76a,2024-08-10 21:46:29.383425,0x9960FC822002271417ADA870ED826ACA61029C09,0x662FF92E769F26CF0D19C6C09DDB8757C0DB05F4,409.03,0.018879,8,6,25.95,53,5429.33,6.7,3922.07,1,Giveaway Scam
bf131cf9-2986-4df9-8d87-6f65fc537dee,2024-06-10 01:47:31.457101,0x518B74C47A063C9AA06BF3729C837E3A29A97132,0xFCFF46A65407336BC23721678B0307662D8D263C,259.79,0.040811,7,4,456.94,343,8951.15,4.3,37358.33,1,Fake ICO
b7cfedb4-ddc3-4638-bfa0-000eb8498e4e,2024-07-11 02:28:10.040498,0x03A919E316FE305CCF72D4526A105A54F9239F75,0xFFDB86112A41F91CF259CB40F6B10577DDE8F359,21.42,0.046578,2,6,323.37,216,3807.15,3.81,31667.04,1,Fake ICO
7d2ea881-a68a-4c11-94f7-9a00cad42ec7,2024-06-10 16:43:48.630571,0x0E1774C2B4C070EEBA62723540FBDD72FEACD5F4,0xEDE9D29F2407E09C18ACC815640A1C24071487B3,31.72,0.028922,4,7,92.19,13,5579.49,8.83,43669.04,0,
316cbe1e-3f7f-4a65-ab78-fddac370230d,2024-07-22 11:17:00.663657,0xD1A3DB981B02799D47F9F280540EDA5D5257397A,0x7D2C027E81182865257745FF89BFF9C868BC94DE,952.83,0.001928,9,5,287.85,321,2131.34,9.11,11482.74,0,
bce370d7-afb5-4a24-9930-9f7fdf1af569,2024-01-20 13:20:06.186106,0x3D39C63F4E78ECB29781C60566429CC17D55FFBF,0x1C66239598EAEA87B026D603BA3403751D58B4D9,847.27,0.038328,5,4,246.19,118,6852.96,4.82,21014.6,1,Ponzi
b0c2167d-39de-4e34-8392-aa2e3c8feeb1,2024-03-04 08:35:43.266381,0x2991A2B72CF13B2C959B8F1FFAE51B373612AE47,0x189D7F060905A3CBC467B832EC2C907039B719C7,10.72,0.015577,4,9,297.47,39,1218.08,4.71,41550.83,1,Ponzi
14f3c2ea-5eac-4794-816d-5f8d86ed27e8,2024-02-17 13:38:18.589527,0xF888E23A067C790C063328EB85B85486718F2D97,0x4B746A66692FB5EE8CF026AF24127902F8A42E26,124.75,0.01791,9,1,407.23,25,2834.64,6.16,4632.43,1,Fake ICO
2940da9f-c499-46f9-ae8d-833af9d60c91,2024-04-29 09:14:49.497644,0xD530821EA922CCB08A132669E8F57E596D28C716,0x6115EABDDF508E32A29005D49CEB1C3E88B3E8D4,890.45,0.031417,3,6,431.47,86,1815.13,6.17,56164.99,0,
07b02b54-600e-4802-bb3c-004d051b5f99,2024-02-06 03:47:01.980468,0x1A3953FBF7259FBAD5E612028F14AD6D720DC649,0x3FC19AAB9AB1AB8472ADD85B90AD4C2BEA8D46B6,263.64,0.001212,8,3,282.74,117,1668.51,0.86,46316.07,0,
662a3a16-1210-4abd-8061-be13bc092ede,2024-07-03 04:26:24.725584,0x345DD4F8C5F0FACFF6BF9ECB4CC919B9FB445D41,0xC41F54A7A098F9D6BFA971316194782CDBD4D28D,120.19,0.039406,3,1,449.36,360,8549.06,8.11,10473.56,1,Giveaway Scam
26a6c20f-debe-4348-9058-0e6cad04ee46,2024-07-17 01:32:17.970203,0x48EE7710C7927366826AF4079BCE97AB03FCD68D,0x6C2D4A36CC84FA0E9AC368B74F8CCAE2AA180370,377.16,0.047198,6,7,299.84,101,8517.77,9.92,11475.75,1,Phishing
b8cc4d06-206d-4d8c-a50f-2521092bde10,2024-05-03 06:55:17.025171,0x96F2819516D557D30A35683AF0AE36234A579574,0x0FF88D7CBAF84E4966BA44CC9F19035575056313,800.28,0.03964,5,6,310.5,240,3500.23,5.89,56694.38,0,
03d154bf-08cd-47ea-a0e8-cae3b242d394,2024-03-14 10:50:54.348486,0x51D33781299EC0B28CFC0C2603E43600792EC6B8,0x468DBF29A72CBC64FA8A67BE2F2651447C4B09E1,138.9,0.048687,4,5,56.14,361,7289.06,7.91,43834.14,1,Fake ICO
e88e3eff-44ee-4c43-9d97-cb1b80a1b4d0,2024-03-15 11:45:53.031673,0x592EC0404DCBC4FA5AF559538B951B9D87D71BC2,0xA41092D8DB6B8AD023406A58A5D01A32FEB0F584,533.54,0.019699,2,8,217.25,217,6682.57,3.62,32511.22,1,Giveaway Scam
ae87fd0e-c5dc-45c3-9dae-805fb55cd760,2024-09-23 17:50:16.793854,0x6E059F7FF56B87A6DDD13B0EB21FFCC44DA956B1,0x7731DACDFF82E0481F8FE2907CA8228E0ABD5F33,856.87,0.004266,2,5,470.78,291,4865.68,3.86,40287.73,0,
6e9301b7-d3b9-4b8b-9b5a-b8563d3fd4a5,2024-07-03 16:20:27.530290,0xAEAD8311178091854E9CAD5ED091C6F11679233D,0xC8E577B3E8CB767192911181FEDEBE6A6AAB23F1,309.61,0.040818,1,2,79.33,345,706.03,3.86,47939.92,0,
4260538f-33c3-4fc6-a02e-ed2bacd95ea8,2024-07-13 13:35:36.034152,0xA3F6393BFDD86A91CF0C271ED95785379A175008,0x699E3A38D94A71FA8DD1F69054AD2172D3B2607C,982.68,0.032702,6,4,396.41,344,5546.41,2.96,16964.39,1,Ponzi
fc1b0afd-4939-409d-80ef-e837974b023f,2024-04-11 22:38:16.167871,0x30DDB29E9E9D8299BE2D0B227A541C71949C1444,0x221A7D431EA400DE385A82217C2A26542F979AAE,588.63,0.009124,8,4,175.49,162,3062.04,9.56,24980.57,0,
23abc932-e62b-4097-b369-84a0f8973c6f,2024-08-13 14:36:23.403432,0xDFBA26856EEA0A8F87DD497F1F92D4302C1D5AB9,0x10311A5399C88F2953C6214AEDCF8292C05427A7,894.35,0.011656,6,4,13.88,303,4549.86,6.03,1474.3,1,Phishing
67c2e4e6-011d-4a90-8ba1-5d4bd4fb93c3,2024-09-07 14:38:38.179746,0x8B616D33111F5798DF45DCF5246A2FA3D36BC631,0xC31D115211BE7E187C69E09B0D24EC70800E48E7,165.84,0.021652,6,5,257.67,215,9592.98,3.79,48956.04,1,Phishing
e17290b0-2429-4e96-9378-757b7ca55517,2024-04-10 13:47:30.434231,0x8038D050702BCB64B1E33FFF301AED4CA875D3F2,0x3315054E4DFB975837A2816FD439FFD427101869,131.88,0.044414,6,7,237.57,14,970.43,4.11,23254.27,0,
bbdcfa5e-176e-4f3b-83e5-e60380616f53,2024-06-14 06:09:23.049500,0x404349C54FB317ACBDA82668E73836E29FBEFB07,0xCC64254E6E1A6CE9AA6F3F316B114B5FB7D6EE73,468.97,0.001615,3,8,191.54,161,8907.74,3.36,49235.11,1,Phishing
154310ed-9a05-493d-81f1-16cc9c6cbc5d,2024-09-17 01:00:22.189687,0xA66F4DB486AE08116EC49C57E93566A7E5803587,0xCAEB40C3293ED1F35700345751D4F5A44A0032F4,611.14,0.01328,5,6,176.55,29,3278.72,7.29,5324.93,0,
6ff1b3cf-4182-4b7f-bf29-7277c536252e,2024-01-08 22:08:19.061619,0x908C7A7F9BC6A4A4DE808A4C5BB53286C53B124A,0x4AC44340A2842D9B23A67E93007829F447C51B91,230.9,0.021383,6,7,277.29,204,445.93,7.92,56213.88,1,Fake ICO
5b5ead28-ac7d-447f-8bef-504b6e564aad,2024-09-21 05:12:07.604079,0x427AB7D531407B8E7F886244A0F0C1DBD857068B,0xCE43BC2E93B16F0B894F9D10FB1A49D44D2A0AD7,592.48,0.027247,9,6,202.98,340,3166.41,7.16,4785.95,0,
475e8465-050c-468f-a10d-abeb2c9e695e,2024-08-01 19:37:42.966040,0x2D985E4A7505E985CA98A686CCD88900808BB661,0xC7DAF8C481E0B9F157D8580D992694EA389F16EE,258.42,0.039717,1,5,203.45,93,5824.32,5.33,29967.58,0,
449f04d7-0160-4ea3-a960-d610f28480e4,2024-03-01 14:07:14.214637,0xBDDB5EF6447D86545F5A1BACF4BB42D9F0E625F4,0xFB9DCE044C9A6FD58B3C01BB764C09BEE438F1EB,822.55,0.020252,4,2,151.67,134,7087.17,6.75,17112.8,0,
28ffe28b-4992-4e66-9d4d-1d25936dcd17,2024-04-12 00:26:34.374778,0x6D9726E5A20635D7131483540525769DB15A7CA4,0x46A178E74B1597AC2A0A57062AFF05F6C0105C67,437.33,0.027205,2,7,411.44,244,9708.24,9.74,55795.09,0,
b3b6d196-0fcf-4d4e-8fae-6124ee691653,2024-05-13 20:21:41.546607,0xFEAE8C3BA2F81EDB142D58670110B781785D8CF7,0xB39AC8029C461DFB228ED17B1F166440A99BCD80,241.63,0.042354,4,6,205.26,137,4338.04,2.28,57403.34,0,
d7f30542-a6dc-4ede-8e55-b981af129470,2024-03-17 02:22:03.800609,0xD13DEB975359A0D81E1BF9759B9391039CA0ADA1,0x20274ADF0DFAC9B0249263EA40BEF17CE4167972,611.42,0.043527,2,8,226.56,57,3801.72,2.55,34715.55,1,Ponzi
8e343bd5-5ab5-48bd-b071-c3e8ba209860,2024-03-18 17:42:29.106034,0xA2EB39B8D4E820D5119D6E864D93441AA40C36F8,0xC66ECD1E62CCB5DDD9321C463580C4E0AD09EBA3,211.72,0.046446,3,7,435.0,170,4560.22,6.58,8541.9,1,Ponzi
5454082b-1002-4e38-8427-2891686e7957,2024-04-21 19:59:25.624616,0x03EC8D7278460CFBD7CAF7BA5A35876034EF4D4B,0x96E42637358F8DA2FA7B6783D196B439748B8C65,133.7,0.0204,7,8,136.29,124,7541.89,1.99,48471.53,1,Phishing
